Ob,city,manner_of_death,armed,age,gender,race,state,signs_of_mental_illness,threat_level,flee,body_camera,NumberOfSubjects,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,Numbershots,Numberofofficers,OfficerRace,OfficerGender
17820,San Francisco,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,Y,W,M,33,8,3,NA,M;M;M
17821,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,Y,L,M,U,3,4,B;U;U;U,U;U;M;M
17822,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,N,U,U,U,2,1,NA,U
17823,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,Y,B,M,U,1,1,NA,F
17824,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,N,L,M,U,8,2,NA,M;M
17825,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,N,U,M,U,1,2,NA,U
17826,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,Y,U,U,U,3,1,NA,F
17827,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,Y,U,M,38,1,2,NA,M;M
17828,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,N,U,M,U,1,3,NA,U
17829,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,N,U,M,U,3,1,NA,M
17830,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,Y,U,U,U,3,1,NA,M
17831,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,N,U,U,U,3,1,NA,U
17832,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,N,U,U,U,5,5,NA,U
17833,San Francisco,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE,1,U,U,U,U,3,4,NA,U
17834,San Francisco,shot,gun,21,M,A,CA,FALSE,attack,Not fleeing,FALSE,1,Y,U,U,U,3,1,NA,F
17835,San Francisco,shot,gun,21,M,A,CA,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,3,4,B;U;U;U,U;U;M;M
17836,San Francisco,shot,gun,21,M,A,CA,FALSE,attack,Not fleeing,FALSE,1,N,L,M,U,8,2,NA,M;M
17837,San Francisco,shot,gun,21,M,A,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,3,2,NA,M;M
17838,San Francisco,shot,gun,21,M,A,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,1,2,NA,U
17839,San Francisco,shot,gun,21,M,A,CA,FALSE,attack,Not fleeing,FALSE,1,U,U,M,U,1,3,NA,U
17840,San Francisco,shot,gun,21,M,A,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,2,NA,M;U
17841,San Francisco,shot,gun,21,M,A,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,5,5,NA,U
17842,San Francisco,shot,gun,21,M,A,CA,FALSE,attack,Not fleeing,FALSE,1,U,U,U,U,3,4,NA,U
17843,San Francisco,shot,gun,21,M,A,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M;U,U,2,2,NA,U
17844,San Francisco,shot,vehicle,24,F,W,CA,TRUE,other,Not fleeing,FALSE,1,Y,L,M,U,3,4,B;U;U;U,U;U;M;M
17845,San Francisco,shot,vehicle,24,F,W,CA,TRUE,other,Not fleeing,FALSE,1,N,U,M,U,3,2,NA,M;M
17846,San Francisco,shot,vehicle,24,F,W,CA,TRUE,other,Not fleeing,FALSE,1,Y,U,M,U,4,6,NA,M;M;M;M;M;M
17847,San Francisco,shot,vehicle,24,F,W,CA,TRUE,other,Not fleeing,FALSE,1,N,U,U,U,1,1,NA,F
17848,San Francisco,shot,vehicle,24,F,W,CA,TRUE,other,Not fleeing,FALSE,1,U,U,U,U,3,4,NA,U
17849,San Francisco,shot,vehicle,24,F,W,CA,TRUE,other,Not fleeing,FALSE,1,Y,U,M,U,6,6,NA,U
17850,San Francisco,shot,vehicle,24,F,W,CA,TRUE,other,Not fleeing,FALSE,1,Y,U,U,U,3,4,NA,U
17851,San Francisco,shot,vehicle,24,F,W,CA,TRUE,other,Not fleeing,FALSE,1,N,U,M,U,3,1,NA,M;U
17852,San Francisco,shot,vehicle,24,F,W,CA,TRUE,other,Not fleeing,FALSE,1,N,U,M;U,U,2,2,NA,U
17853,San Francisco,shot,vehicle,24,F,W,CA,TRUE,other,Not fleeing,FALSE,1,Y,U,M,U,4,4,NA,U
17854,San Francisco,shot,vehicle,24,F,W,CA,TRUE,other,Not fleeing,FALSE,1,N,U,M,U,1,2,NA,U
17855,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,20,1,3,NA,M;M;M
17856,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,2,1,NA,U
17857,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,3,2,NA,M;M
17858,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,L,M,U,8,2,NA,M;M
17859,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,2,2,NA,M;M
17860,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,NA,M
17861,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,B,M,29,1,5,NA,M;M;U;M;M
17862,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,L,M,28,59,4,W;W;W;U,M;M;M;M
17863,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,U,U,M,U,1,3,NA,U
17864,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,4,NA,M;U;U;U
17865,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,38,1,2,NA,M;M
17866,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,19,11,2,NA,M;M
17867,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,1,3,NA,U
17868,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,U,U,U,3,4,NA,U
17869,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,1,3,NA,U
17870,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,NA,U
17871,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,5,5,NA,U
17872,San Francisco,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,44,4,4,NA,M;M;M;M
17873,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,U,1,4,NA,M;M;F;M
17874,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,2,1,NA,U
17875,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,L,M,U,8,2,NA,M;M
17876,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,U,4,6,NA,M;M;M;M;M;M
17877,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,NA,M
17878,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,1,4,NA,M;M;M;M
17879,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,32,2,6,NA,F;M;M;M;F;F
17880,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,1,1,NA,F
17881,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,L,M,28,59,4,W;W;W;U,M;M;M;M
17882,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,1,2,NA,U
17883,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,U,U,M,U,1,3,NA,U
17884,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,19,11,2,NA,M;M
17885,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,U,U,U,3,4,NA,U
17886,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,2,NA,M;U
17887,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,NA,M;U
17888,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M,U,3,2,NA,U
17889,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,U,U,U,U,3,4,NA,U
17890,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,N,U,M;U,U,2,2,NA,U
17891,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,33,8,3,NA,M;M;M
17892,San Francisco,shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE,1,Y,U,M,U,4,4,NA,U
17893,San Francisco,shot,knife,26,M,B,CA,FALSE,other,Not fleeing,FALSE,1,N,U,M,U,3,2,NA,M;M
17894,San Francisco,shot,knife,26,M,B,CA,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,3,1,NA,M
17895,San Francisco,shot,knife,26,M,B,CA,FALSE,other,Not fleeing,FALSE,1,Y,L,M,U,3,4,NA,M;M;M;F
17896,San Francisco,shot,knife,26,M,B,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,M,39,1,2,NA,M;M
17897,San Francisco,shot,knife,26,M,B,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,U,U,3,1,NA,F
17898,San Francisco,shot,knife,26,M,B,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,M,U,3,3,NA,U
17899,San Francisco,shot,knife,26,M,B,CA,FALSE,other,Not fleeing,FALSE,1,U,U,U,U,3,4,NA,U
17900,San Francisco,shot,knife,26,M,B,CA,FALSE,other,Not fleeing,FALSE,1,N,U,M,U,3,2,NA,U
17901,San Francisco,shot,knife,26,M,B,CA,FALSE,other,Not fleeing,FALSE,1,N,U,M;U,U,2,2,NA,U
17902,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,Y,L,M,U,1,4,NA,M;M;F;M
17903,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,Y,U,M,U,4,6,NA,M;M;M;M;M;M
17904,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,L,M,28,59,4,W;W;W;U,M;M;M;M
17905,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,Y,U,U,U,3,1,NA,F
17906,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,Y,U,M,38,1,2,NA,M;M
17907,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,U,U,3,2,NA,M;U
17908,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,U,U,U,U,3,4,NA,U
17909,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,NA,M;U
17910,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,U,U,3,1,NA,U
17911,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,U,U,U,U,3,4,NA,U
17912,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,M,44,4,4,NA,M;M;M;M
17913,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,Y,U,M,U,4,4,NA,U
17914,San Francisco,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE,1,N,U,M,U,2,2,NA,U
17915,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,Y,W,M,41,2,4,NA,M;M;M;M;M
17916,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,Y,L,M,U,3,4,B;U;U;U,U;U;M;M
17917,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,2,1,NA,U
17918,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,M,44,2,6,NA,M;M;M;M;M;M
17919,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,M,U,4,6,NA,M;M;M;M;M;M
17920,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,1,1,NA,F
17921,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,N,U,M,U,1,2,NA,U
17922,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,M,39,1,2,NA,M;M
17923,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,U,U,3,1,NA,F
17924,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,U,U,M,U,1,3,NA,U
17925,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,3,1,NA,U
17926,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,N,U,M,U,3,1,NA,M;U
17927,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,N,U,U,U,5,5,NA,U
17928,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,U,U,2,2,NA,U
17929,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,Y,U,M,21,1,2,NA,M;M
17930,San Francisco,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE,1,N,U,M,U,2,2,NA,U
17931,Seattle,shot,gun,NA,M,NA,WA,FALSE,attack,Car,TRUE,1,N,B,F,20,1,2,W;Unknown,M;Unknown
17932,Seattle,shot,gun,NA,M,NA,WA,FALSE,attack,Car,TRUE,1,Y,W,M,37,8,4,H/L;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown,M
17933,Seattle,shot,gun,NA,M,NA,WA,FALSE,attack,Car,TRUE,1,N,U,M,21,8,2,W;W,M;M
17934,Seattle,shot,gun,NA,M,NA,WA,FALSE,attack,Car,TRUE,1,Y,W,M,28,3,4,W;Unknown,M;Unknown
17935,Seattle,shot,gun,NA,M,NA,WA,FALSE,attack,Car,TRUE,1,N,U,U,U,2,4,W;Unknown,M;Unknown
17936,Seattle,shot,gun,NA,M,NA,WA,FALSE,attack,Car,TRUE,1,Y,L,M,38,1,2,W;Unknown,M;Unknown
17937,Seattle,shot,gun,NA,M,NA,WA,FALSE,attack,Car,TRUE,1,Y,B,U,U,8,1,W,F
17938,Seattle,shot,gun,NA,M,NA,WA,FALSE,attack,Car,TRUE,1,N,W,M,27,3,1,W,M
17939,Seattle,shot,gun,NA,M,NA,WA,FALSE,attack,Car,TRUE,1,Y,U,U,U,8,1,W,F
17940,Seattle,shot,unarmed,24,M,B,WA,FALSE,attack,Foot,TRUE,1,N,W,M,42,8,4,W;A/PI;Unknown;Unknown,M;M;Unknown;Unknown
17941,Seattle,shot,unarmed,24,M,B,WA,FALSE,attack,Foot,TRUE,1,Y,B,M,32,8,4,W;W;W;W,M;M;M;M
17942,Seattle,shot,unarmed,24,M,B,WA,FALSE,attack,Foot,TRUE,1,Y,W,M,28,1,4,W;W;Unknown;Unknown ;Unknown;Unknown,M;M;Unknown;Unknown;Unknown;Unknown
17943,Seattle,shot,unarmed,24,M,B,WA,FALSE,attack,Foot,TRUE,1,Y,W,M,51,2,4,W;Unknown,M;Unknown
17944,Seattle,shot,unarmed,24,M,B,WA,FALSE,attack,Foot,TRUE,1,N,B,U,U,5,3,AI/AN;W;Unknown,M;F;Unknown
17945,Seattle,shot,unarmed,24,M,B,WA,FALSE,attack,Foot,TRUE,1,N,U,M,21,8,2,W;W,M;M
17946,Seattle,shot,unarmed,24,M,B,WA,FALSE,attack,Foot,TRUE,1,N,B,M,36,8,2,B;W,M;M
17947,Seattle,shot,unarmed,24,M,B,WA,FALSE,attack,Foot,TRUE,1,N,W,M,24,2,4,W;Unknown,M;Unknown
17948,Seattle,shot,unarmed,24,M,B,WA,FALSE,attack,Foot,TRUE,1,Y,B,M,32,14,4,B;Unknown,M;Unknown
17949,Seattle,shot,knife,27,M,W,WA,FALSE,other,Foot,FALSE,1,Y,W,M,44,1,3,W;Unknown;Unknown,M;Unknown;Unknown
17950,Seattle,shot,knife,27,M,W,WA,FALSE,other,Foot,FALSE,1,N,W,M,42,8,4,W;A/PI;Unknown;Unknown,M;M;Unknown;Unknown
17951,Seattle,shot,knife,27,M,W,WA,FALSE,other,Foot,FALSE,1,N,B,U,U,5,3,AI/AN;W;Unknown,M;F;Unknown
17952,Seattle,shot,knife,27,M,W,WA,FALSE,other,Foot,FALSE,1,N,U,M,21,8,2,W;W,M;M
17953,Seattle,shot,knife,27,M,W,WA,FALSE,other,Foot,FALSE,1,Y,B,M,23,2,4,W;Unknown;Unknown,M;Unknown;Unknown
17954,Seattle,shot,knife,27,M,W,WA,FALSE,other,Foot,FALSE,1,N,B,U,U,2,4,W;Unknown,M;Unknown
17955,Seattle,shot,knife,34,M,H,WA,FALSE,attack,Not fleeing,TRUE,1,N,U,M,51,4,1,W,M
17956,Seattle,shot,knife,34,M,H,WA,FALSE,attack,Not fleeing,TRUE,1,N,W,M,26,8,1,W,M
17957,Seattle,shot,knife,34,M,H,WA,FALSE,attack,Not fleeing,TRUE,1,N,U,U,U,2,4,W;Unknown,M;Unknown
17958,Seattle,shot,gun,35,M,W,WA,FALSE,attack,Car,FALSE,1,N,U,M,51,4,1,W,M
17959,Seattle,shot,gun,35,M,W,WA,FALSE,attack,Car,FALSE,1,Y,W,M,57,8,4,W;W;Unknown;Unknown;Unknown,M;M;Unknown;Unknown;Unknown
17960,Seattle,shot,gun,35,M,W,WA,FALSE,attack,Car,FALSE,1,N,B,F,20,1,2,W;Unknown,M;Unknown
17961,Seattle,shot,gun,35,M,W,WA,FALSE,attack,Car,FALSE,1,N,W,M,23,1,4,W;Unknown;Unknown,F;Unknown;Unknown
17962,Seattle,shot,gun,35,M,W,WA,FALSE,attack,Car,FALSE,1,Y,B,U,U,8,1,W,F
17963,Seattle,shot,gun,35,M,W,WA,FALSE,attack,Car,FALSE,1,Y,B,M,78,2,2,W;W,F;M
17964,Seattle,shot,gun,35,M,W,WA,FALSE,attack,Car,FALSE,1,Y,B,M,32,14,4,B;Unknown,M;Unknown
17965,Seattle,shot,gun,35,M,W,WA,FALSE,attack,Car,FALSE,1,N,W,M,36,2,4,W,M
17966,Seattle,shot,gun,35,M,W,WA,FALSE,attack,Car,FALSE,1,N,U,U,U,2,4,W;Unknown,M;Unknown
17967,Seattle,shot,gun,41,M,NA,WA,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,32,8,4,W;W;W;W,M;M;M;M
17968,Seattle,shot,gun,41,M,NA,WA,FALSE,attack,Not fleeing,FALSE,1,N,W,M,26,8,1,W,M
17969,Seattle,shot,gun,41,M,NA,WA,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,23,7,2,W;W,M;M
17970,Seattle,shot,gun,41,M,NA,WA,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,46,3,2,W;Unknown,M;M
17971,Seattle,shot,gun,41,M,NA,WA,FALSE,attack,Not fleeing,FALSE,1,Y,W,M,28,3,4,W;Unknown,M;Unknown
17972,Seattle,shot,gun,41,M,NA,WA,FALSE,attack,Not fleeing,FALSE,1,Y,L,M,38,1,2,W;Unknown,M;Unknown
17973,Seattle,shot,gun,41,M,NA,WA,FALSE,attack,Not fleeing,FALSE,1,Y,B,M,78,2,2,W;W,F;M
17974,Seattle,shot,gun,41,M,NA,WA,FALSE,attack,Not fleeing,FALSE,1,N,W,M,36,2,4,W,M
17975,Seattle,shot,undetermined,46,M,B,WA,FALSE,other,Not fleeing,FALSE,1,Y,W,M,44,1,3,W;Unknown;Unknown,M;Unknown;Unknown
17976,Seattle,shot,undetermined,46,M,B,WA,FALSE,other,Not fleeing,FALSE,1,Y,W,M,28,1,4,W;W;Unknown;Unknown ;Unknown;Unknown,M;M;Unknown;Unknown;Unknown;Unknown
17977,Seattle,shot,undetermined,46,M,B,WA,FALSE,other,Not fleeing,FALSE,1,Y,B,M,23,7,2,W;W,M;M
17978,Seattle,shot,undetermined,46,M,B,WA,FALSE,other,Not fleeing,FALSE,1,N,B,U,U,5,3,AI/AN;W;Unknown,M;F;Unknown
17979,Seattle,shot,undetermined,46,M,B,WA,FALSE,other,Not fleeing,FALSE,1,N,U,M,21,8,2,W;W,M;M
17980,Seattle,shot,undetermined,46,M,B,WA,FALSE,other,Not fleeing,FALSE,1,Y,W,M,28,3,4,W;Unknown,M;Unknown
17981,Seattle,shot and Tasered,knife,NA,M,NA,WA,FALSE,undetermined,Foot,TRUE,1,N,U,M,51,4,1,W,M
17982,Seattle,shot and Tasered,knife,NA,M,NA,WA,FALSE,undetermined,Foot,TRUE,1,N,W,M,24,1,4,B,M
17983,Seattle,shot and Tasered,knife,NA,M,NA,WA,FALSE,undetermined,Foot,TRUE,1,N,W,M,42,8,4,W;A/PI;Unknown;Unknown,M;M;Unknown;Unknown
17984,Seattle,shot and Tasered,knife,NA,M,NA,WA,FALSE,undetermined,Foot,TRUE,1,N,W,M,24,2,4,W;Unknown,M;Unknown
17985,Seattle,shot and Tasered,knife,NA,M,NA,WA,FALSE,undetermined,Foot,TRUE,1,Y,B,M,32,14,4,B;Unknown,M;Unknown
17986,Seattle,shot and Tasered,knife,NA,M,NA,WA,FALSE,undetermined,Foot,TRUE,1,Y,W,M,37,3,2,A/PI Unknown,M;Unknown
17987,Seattle,shot and Tasered,knife,NA,M,NA,WA,FALSE,undetermined,Foot,TRUE,1,Y,U,U,U,8,1,W,F
17988,Seattle,shot and Tasered,knife,NA,M,NA,WA,FALSE,undetermined,Foot,TRUE,1,N,U,U,U,2,4,W;Unknown,M;Unknown
17989,Seattle,shot,knife,30,F,B,WA,TRUE,other,Not fleeing,FALSE,1,Y,A,M,19,8,1,H/L,M
17990,Seattle,shot,knife,30,F,B,WA,TRUE,other,Not fleeing,FALSE,1,N,B,F,20,1,2,W;Unknown,M;Unknown
17991,Seattle,shot,knife,30,F,B,WA,TRUE,other,Not fleeing,FALSE,1,Y,W,M,37,8,4,H/L;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown,M
17992,Seattle,shot,knife,30,F,B,WA,TRUE,other,Not fleeing,FALSE,1,N,B,U,U,5,3,AI/AN;W;Unknown,M;F;Unknown
17993,Seattle,shot,knife,30,F,B,WA,TRUE,other,Not fleeing,FALSE,1,N,B,M,36,8,2,B;W,M;M
17994,Seattle,shot,knife,30,F,B,WA,TRUE,other,Not fleeing,FALSE,1,Y,B,M,25,2,2,W;Unknown,M;Unknown
17995,Seattle,shot,knife,30,F,B,WA,TRUE,other,Not fleeing,FALSE,1,Y,B,M,32,14,4,B;Unknown,M;Unknown
17996,Seattle,shot,knife,30,F,B,WA,TRUE,other,Not fleeing,FALSE,1,N,W,M,36,2,4,W,M
17997,Seattle,shot,knife,30,F,B,WA,TRUE,other,Not fleeing,FALSE,1,Y,W,M,37,3,2,A/PI Unknown,M;Unknown
17998,Seattle,shot,gun,36,M,A,WA,FALSE,attack,Foot,TRUE,1,Y,B,M,32,8,4,W;W;W;W,M;M;M;M
17999,Seattle,shot,gun,36,M,A,WA,FALSE,attack,Foot,TRUE,1,Y,W,M,37,8,4,H/L;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown,M
18000,Seattle,shot,gun,36,M,A,WA,FALSE,attack,Foot,TRUE,1,Y,W,M,28,1,4,W;W;Unknown;Unknown ;Unknown;Unknown,M;M;Unknown;Unknown;Unknown;Unknown
18001,Seattle,shot,gun,36,M,A,WA,FALSE,attack,Foot,TRUE,1,Y,B,M,23,7,2,W;W,M;M
18002,Seattle,shot,gun,36,M,A,WA,FALSE,attack,Foot,TRUE,1,N,W,M,24,2,4,W;Unknown,M;Unknown
18003,Seattle,shot,gun,36,M,A,WA,FALSE,attack,Foot,TRUE,1,Y,B,M,32,14,4,B;Unknown,M;Unknown
18004,Seattle,shot,gun,36,M,A,WA,FALSE,attack,Foot,TRUE,1,Y,B,M,23,2,4,W;Unknown;Unknown,M;Unknown;Unknown
18005,Seattle,shot,gun,36,M,A,WA,FALSE,attack,Foot,TRUE,1,N,U,U,U,2,4,W;Unknown,M;Unknown
18006,Seattle,shot,knife,31,M,B,WA,TRUE,attack,Not fleeing,TRUE,1,Y,A,M,19,8,1,H/L,M
18007,Seattle,shot,knife,31,M,B,WA,TRUE,attack,Not fleeing,TRUE,1,N,W,M,42,8,4,W;A/PI;Unknown;Unknown,M;M;Unknown;Unknown
18008,Seattle,shot,knife,31,M,B,WA,TRUE,attack,Not fleeing,TRUE,1,Y,B,M,32,8,4,W;W;W;W,M;M;M;M
18009,Seattle,shot,knife,31,M,B,WA,TRUE,attack,Not fleeing,TRUE,1,Y,B,M,23,7,2,W;W,M;M
18010,Seattle,shot,knife,31,M,B,WA,TRUE,attack,Not fleeing,TRUE,1,Y,B,M,46,3,2,W;Unknown,M;M
18011,Seattle,shot,knife,31,M,B,WA,TRUE,attack,Not fleeing,TRUE,1,N,U,M,21,8,2,W;W,M;M
18012,Seattle,shot,knife,31,M,B,WA,TRUE,attack,Not fleeing,TRUE,1,N,W,M,24,2,4,W;Unknown,M;Unknown
18013,Seattle,shot,knife,31,M,B,WA,TRUE,attack,Not fleeing,TRUE,1,Y,B,M,25,2,2,W;Unknown,M;Unknown
18014,Seattle,shot,knife,31,M,B,WA,TRUE,attack,Not fleeing,TRUE,1,Y,B,M,23,2,4,W;Unknown;Unknown,M;Unknown;Unknown
18015,Seattle,shot,knife,31,M,B,WA,TRUE,attack,Not fleeing,TRUE,1,Y,U,U,U,8,1,W,F
18016,Seattle,shot,gun,19,M,B,WA,FALSE,attack,NA,FALSE,1,N,B,U,U,5,3,AI/AN;W;Unknown,M;F;Unknown
18017,Seattle,shot,gun,19,M,B,WA,FALSE,attack,NA,FALSE,1,Y,B,M,46,3,2,W;Unknown,M;M
18018,Seattle,shot,gun,19,M,B,WA,FALSE,attack,NA,FALSE,1,Y,B,M,23,2,4,W;Unknown;Unknown,M;Unknown;Unknown
18019,Seattle,shot,gun,19,M,B,WA,FALSE,attack,NA,FALSE,1,N,B,U,U,2,4,W;Unknown,M;Unknown
18020,Seattle,shot,gun,19,M,B,WA,FALSE,attack,NA,FALSE,1,N,U,U,U,2,4,W;Unknown,M;Unknown
18021,Seattle,shot,knife,44,M,A,WA,FALSE,other,Not fleeing,FALSE,1,N,B,F,20,1,2,W;Unknown,M;Unknown
